page,type,id,text
143,DevStd,"DevStd ECO-EGV-2C: (COASTAL) If sensitive species, suitable nesting habitat, or other","DevStd ECO-EGV-2C: (COASTAL) If sensitive species, suitable nesting habitat, or other sensitive areas are found on or adjacent to a project site in the Plan area and have potential to be impacted by implementation of the project, the following avoidance and mitigation measures would apply: • Fairy Shrimp: Direct impacts to vernal pool habitat and species may require permits from USACE, RWQCB, and CDFW. Mitigation shall be determined at the project level and be developed in consultation with the County and resource agencies."
146,Policy,Policy ECO-EGV-2.4: (INLAND) Where sites proposed for development contain,"Policy ECO-EGV-2.4: (INLAND) Where sites proposed for development contain sensitive or important habitats and areas to be preserved over the long-term, degradation of these habitats shall be avoided to the maximum extent feasible, and demonstrated unavoidable impacts minimized as a component of a project, including, but not limited to, one or more of the following conditions: • Dedication of onsite open space easements covering habitat areas."
146,Policy,Policy ECO-EGV-2.4: (COASTAL) Where sites proposed for development contain,"Policy ECO-EGV-2.4: (COASTAL) Where sites proposed for development contain sensitive habitats and impacts to these habitats are unavoidable consistent with Policy ECO-EGV-5.8, degradation of these habitats shall be avoided to the maximum extent feasible, and demonstrated unavoidable impacts minimized as a component of a project, including but not limited to, one or more of the following conditions: • Dedication of onsite open space easements covering habitat areas."
146,Policy,Policy ECO-EGV-2.5: (INLAND) Restoration: In cases where adverse impacts to,"Policy ECO-EGV-2.5: (INLAND) Restoration: In cases where adverse impacts to biological resources cannot be avoided after impacts have been IV. ENVIRONMENTAL RESOURCES AND CONSTRAINTS 139 C. Watershed Ecology: Hydrology, Biology, and Geology"
147,Policy,Policy ECO-EGV-2.5: (COASTAL) Restoration: In cases where adverse impacts to,"Policy ECO-EGV-2.5: (COASTAL) Restoration: In cases where adverse impacts to biological resources as a result of new development cannot be avoided and impacts have been minimized, restoration shall be required. A minimum replacement ratio of 3:1 shall be required to compensate for adverse impacts to native habitat areas and biological resources, except that mitigation for impacts to wetlands shall be a minimum 4:1 ratio. Where onsite restoration is infeasible with regard to long-term preservation of habitat, offsite restoration shall be required."
147,Policy,Policy ECO-EGV-2.6: The County shall ensure the following requirements for any,"Policy ECO-EGV-2.6: The County shall ensure the following requirements for any restoration efforts are considered and incorporated into the restoration plan: • Restoration shall include the appropriate diversity and density of plants native to the locality and shall be propagated from local genetic stock (preferably collected from the site’s watershed if feasible, or between Gaviota and Carpinteria, or as determined satisfactory by a qualified biologist)."
148,Objective,OBJECTIVE ECO-EGV-3: Preserve and enhance the ecological value and function of habitats,OBJECTIVE ECO-EGV-3: Preserve and enhance the ecological value and function of habitats of Eastern Goleta Valley.
148,Policy,"Policy ECO-EGV-3.1: Habitats that shall be preserved and enhanced include, but are not","Policy ECO-EGV-3.1: Habitats that shall be preserved and enhanced include, but are not limited to: • Creeks, streams, and waterways, and fish passage."
148,Policy,Policy ECO-EGV-3.2: Ecological communities and habitats shall not be fragmented into,Policy ECO-EGV-3.2: Ecological communities and habitats shall not be fragmented into small non-viable pocket areas by development.
148,Policy,Policy ECO-EGV-3.3: In rural areas and where major wildlife corridors are present in,"Policy ECO-EGV-3.3: In rural areas and where major wildlife corridors are present in urban areas, development shall not interrupt major wildlife travel corridors within Eastern Goleta Valley. Typical wildlife corridors are provided by drainage courses and similar undeveloped natural areas."
148,Policy,Policy ECO-EGV-3.4: Atascadero Creek Greenway: Atascadero Creek shall be,"Policy ECO-EGV-3.4: Atascadero Creek Greenway: Atascadero Creek shall be considered as a ‘greenway’ and wildlife corridor from its headwaters in the San Marcos Foothills to its outlet at Goleta Slough and Goleta Beach. The greenway is defined generally as a 100-foot buffer from the centerline of the creek, but may be adjusted where appropriate to include biological/hydrological resources consistent with this Plan. Within the buffer, the greenway shall conceptually and functionally protect and enhance the creek corridor’s habitat, hydrologic, and recreational value to the community, including, but not limited to, the installation of passive hiking trails, bike paths, wildlife passage, and pocket parks."
148,Objective,OBJECTIVE ECO-EGV-4: Protect existing forested areas and encourage reforestation to,"OBJECTIVE ECO-EGV-4: Protect existing forested areas and encourage reforestation to provide habitat, cool the built environment, and provide cleaner air."
148,Policy,Policy ECO-EGV-4.1: (INLAND) Protecting Existing Trees: Existing trees in Eastern,"Policy ECO-EGV-4.1: (INLAND) Protecting Existing Trees: Existing trees in Eastern Goleta Valley shall be preserved to the maximum extent feasible, IV. ENVIRONMENTAL RESOURCES AND CONSTRAINTS 141 C. Watershed Ecology: Hydrology, Biology, and Geology"
149,Policy,Policy ECO-EGV-4.1: (COASTAL) Protecting Existing Trees: Existing trees in Eastern,"Policy ECO-EGV-4.1: (COASTAL) Protecting Existing Trees: Existing trees in Eastern Goleta Valley shall be preserved to the maximum extent feasible, prioritizing “protected trees.” Protected trees are defined for the purpose of this policy as mature native, naturalized, or roosting/nesting trees that do not pose a threat to health and safety."
150,Policy,"Policy ECO-EGV-4.2: (INLAND) All existing ""protected trees"" shall be protected from","Policy ECO-EGV-4.2: (INLAND) All existing ""protected trees"" shall be protected from damage or removal, except in cases where preservation of trees would preclude reasonable use of a parcel, or threaten life and/or property."
150,Policy,Policy ECO-EGV-4.2: (COASTAL) All existing “protected trees” shall be protected from,"Policy ECO-EGV-4.2: (COASTAL) All existing “protected trees” shall be protected from damage or removal to the maximum extent feasible, except in cases where preservation of trees would preclude reasonable use of a parcel, or threaten life and/or property. Where the removal of protected trees cannot be avoided through the implementation of project alternatives, or where development encroachments into the protected zone of protected trees result in the loss or worsened health of the trees, mitigation measures shall include, at a minimum, the planting of replacement trees on-site, if suitable area exists on the project site, at a ratio of 10 replacement trees for every one tree removed. Where on-site mitigation is not feasible, off-site mitigation shall be required."
150,DevStd,DevStd ECO-EGV-4A: (INLAND) Where development may damage or destroy existing,"DevStd ECO-EGV-4A: (INLAND) Where development may damage or destroy existing trees, a Tree Protection Plan shall be required by the County when either the project site contains protected trees per Policy ECO- EGV-4.1, or where threatened protected trees on adjacent properties have drip lines which reach onto the project site. This requirement for a Tree Protection Plan may be modified or deleted where it can be found that no trees (proposed to be retained) would be potentially damaged by the project activities. This decision shall be based on the location of trees and the project's potential to directly or indirectly damage trees through such activities as grading, brush clearing, construction, vehicle parking, supply/equipment storage, trenching or the proposed use of the property. The Tree Protection Plan shall be developed at the applicant's expense and should be prepared by a County approved arborist, biologist, or other qualified professional as determined by the County. The plan shall be approved by P&D prior to issuance of a CDP or LUP. The plan shall be included and considered with all grading and building plans. The County's standard Tree Protection Plan is included in the Standard Mitigation Measures/Standard Conditions Manual."
151,DevStd,DevStd ECO-EGV-4A: (COASTAL) Where development may adversely impact existing,"DevStd ECO-EGV-4A: (COASTAL) Where development may adversely impact existing trees, a Tree Protection Plan shall be required by the County when either the project site contains protected trees per Policy ECO- EGV-4.1, or where threatened protected trees on adjacent properties have drip lines which reach onto the project site. This requirement for a Tree Protection Plan may be modified or deleted where it can be found that no trees (proposed to be retained) would be adversely impacted by the development activities. This decision shall be based on the project’s potential to adversely impact trees through such activities as grading, brush clearing, construction, vehicle parking, supply/equipment storage, trenching or the proposed use of the property. The Tree Protection Plan shall be developed by a County approved arborist, biologist, or other qualified professional as determined by the County. The plan shall be approved by P&D prior to issuance of a CDP or LUP. The plan shall be included and considered with all grading and building plans."
151,DevStd,DevStd ECO-EGV-4B: (INLAND) A sufficient permanent buffer shall be established,"DevStd ECO-EGV-4B: (INLAND) A sufficient permanent buffer shall be established around trees serving as raptor nesting sites or key roosting sites, except in cases where such a buffer would preclude reasonable use of a parcel. The size of the buffer shall be determined by P&D with a qualified biologist based on conditions and needs of individual cases."
151,DevStd,DevStd ECO-EGV-4B: (COASTAL) A sufficient permanent buffer shall be established,"DevStd ECO-EGV-4B: (COASTAL) A sufficient permanent buffer shall be established around trees serving as raptor nesting sites and/or roosting sites, except in cases where such a buffer would preclude reasonable use of a parcel. The size of the buffer shall be determined by P&D and a qualified biologist based on site conditions and constraints, including a detailed analysis of the nesting and/or roosting sites present and the buffer distance necessary to protect those resources from adverse impacts of the proposed development and the proposed use of the property."
151,DevStd,"DevStd ECO-EGV-4C: To the extent feasible, fuel modification practices involving mature","DevStd ECO-EGV-4C: To the extent feasible, fuel modification practices involving mature oaks and other native trees shall be limited to removing dead trees and materials, proper pruning, mowing the understory, and limbing up the branches. Fuel modification practices shall not result in the removal or substantial risk of loss of protected trees."
152,Policy,Policy ECO-EGV-4.3: Trees on County-owned Property in the Urban Forest: The,Policy ECO-EGV-4.3: Trees on County-owned Property in the Urban Forest: The County shall integrate the planting and cultivation of native trees as green infrastructure into capital improvement programming to reforest County-owned lands in Eastern Goleta Valley.
152,Policy,Policy ECO-EGV-4.4: Trees on Non County-owned Property in the Urban Forest:,Policy ECO-EGV-4.4: Trees on Non County-owned Property in the Urban Forest: Planting and cultivation of native trees to reforest privately-owned lands shall be encouraged. Landscaping plans for development shall be encouraged to include planting and cultivation of native trees in the Urban Area.
152,Objective,OBJECTIVE ECO-EGV-5: Designate and provide protection for environmentally sensitive,OBJECTIVE ECO-EGV-5: Designate and provide protection for environmentally sensitive habitats and riparian corridors in the Planning Area.
152,Policy,Policy ECO-EGV-5.1: Environmentally Sensitive Habitat (ESH) areas and Riparian,"Policy ECO-EGV-5.1: Environmentally Sensitive Habitat (ESH) areas and Riparian Corridors (RC) within Eastern Goleta Valley shall be protected and, where feasible and appropriate, enhanced."
152,Policy,Policy ECO-EGV-5.2: (INLAND) The following general criteria are utilized to determine,"Policy ECO-EGV-5.2: (INLAND) The following general criteria are utilized to determine which resources and habitats in Eastern Goleta Valley are identified as ESH. Significant habitat resources within urban, EDRN and Mountainous Areas that meet one or more of these criteria shall have coverage of the ESH overlay."
153,Policy,Policy ECO-EGV-5.2: (COASTAL) Environmentally sensitive habitat (ESH) means any,Policy ECO-EGV-5.2: (COASTAL) Environmentally sensitive habitat (ESH) means any area in which plant or animal life or their habitats are either (1) rare or (2) especially valuable because of their special nature or role in an ecosystem. The presence and extent of ESH shall be identified on a case-by-case basis based upon site-specific evidence provided by a biological report prepared by a qualified biologist.
154,Policy,Policy ECO-EGV-5.3: To protect the viability of agricultural operations in the Rural Area,"Policy ECO-EGV-5.3: To protect the viability of agricultural operations in the Rural Area consistent with the Comprehensive Plan and the Agricultural Element, the ESH Overlay shall not be applied to lands designated Agriculture in the Rural Area. Instead, riparian corridors in rural agricultural areas shall have coverage of the Riparian Corridor (RC) Overlay, which provides unique requirements for riparian habitat areas located on land with rural agricultural land use designations."
154,Policy,Policy ECO-EGV-5.4: (INLAND) ESH and RC Habitat Types: Specific biological,Policy ECO-EGV-5.4: (INLAND) ESH and RC Habitat Types: Specific biological resources and habitats shall be considered environmentally sensitive and designated on the Eastern Goleta Valley Community Plan ESH/Riparian Corridor map (EGVCP Figure 22 or where determined to exist during a site survey) based on the criteria of
154,Policy,Policy ECO-EGV-5.2. (Note: The scale of the overlay map,"Policy ECO-EGV-5.2. (Note: The scale of the overlay map precludes complete accuracy in the mapping of habitat areas. In some cases, the precise location of habitat areas is not known and is therefore not mapped. In addition, the migration of species or the discovery of new habitats may result in the designation of new areas, or site-specific reviews may indicate different habitat designations.) 1. ESH Habitat Types: In the Urban, Inner-Rural, EDRNs and Mountainous Areas, the following habitats shall be considered IV. ENVIRONMENTAL RESOURCES AND CONSTRAINTS 147 C. Watershed Ecology: Hydrology, Biology, and Geology"
155,Policy,Policy ECO-EGV-5.4: (COASTAL) (ESH Habitat Types) Specific biological resources,Policy ECO-EGV-5.4: (COASTAL) (ESH Habitat Types) Specific biological resources and habitats shall be considered environmentally sensitive and 148 Eastern Eastern Goleta Valley Community Plan
156,Policy,Policy ECO-EGV-5.2. (Note: The scale of the overlay map,"Policy ECO-EGV-5.2. (Note: The scale of the overlay map precludes complete accuracy in the mapping of habitat areas. In some cases, the precise location of habitat areas is not known and is therefore not mapped. In addition, the migration of species or the discovery of new habitats may result in the designation of new areas, or site-specific reviews may indicate different habitat designations.) ESH Habitat Types: The following habitats shall be considered environmentally sensitive and shall be protected and preserved through provisions of the ESH Overlay, including but not limited to: • Creeks and streams • Riparian woodlands and riparian corridors (including but not limited to willow, riparian mixed hardwood, California sycamore, and riparian mixed shrub alliances) • Monarch butterfly roosts • Sensitive native flora • Coastal sage scrub (including but not limited to California sagebrush and soft scrub – mixed chaparral alliances) • Coastal bluff scrub • Chaparral (e.g., chamise chaparral, lower montane mixed chaparral, ceanothus chaparral, and soft scrub – mixed chaparral alliances) where it supports rare or vulnerable native vegetation alliances and/or sensitive native plant and/or animal species • Oak woodlands (including but not limited to coast live oak and coastal mixed hardwood alliances) • Vernal pools • Native grasslands (including but not limited to perennial grasses and forbs alliance) • Wetlands (including but not limited to tule-cattail alliance) • Dunes • White-tailed kite foraging habitat • Western burrowing owl habitat • Raptor/turkey vulture roosts • Critical wildlife habitat • Wildlife corridors IV. ENVIRONMENTAL RESOURCES AND CONSTRAINTS 149 C. Watershed Ecology: Hydrology, Biology, and Geology"
157,DevStd,DevStd ECO-EGV-5A: ESH and RC Setbacks and Buffers: Development within 100 feet,"DevStd ECO-EGV-5A: ESH and RC Setbacks and Buffers: Development within 100 feet of ESH or RC areas shall be required to include setbacks or undeveloped buffer zones from these areas consistent with the habitat protection policies of this section as part of the proposed development, except where setbacks or buffers would preclude reasonable use of the parcel. Public recreational trails shall be allowed within setbacks or buffer areas. In determining the location, width and extent of setbacks and/or buffer areas, the County’s biological resources and/or vegetation maps and other available data shall be used (e.g., maps, studies, or observations)."
157,Policy,Policy ECO-EGV-5.5: (INLAND) Minimum Buffer Areas for ESH: The minimum,"Policy ECO-EGV-5.5: (INLAND) Minimum Buffer Areas for ESH: The minimum buffer strip and setbacks from streams and creeks for development and activities within the ESH overlay that are regulated by the County Zoning Ordinances shall be as follows, except on parcels designated for agriculture in rural areas where Policy ECO-EGV- 5.6 shall apply: • ESH areas within the Urban Area and EDRNs: a minimum setback of 50 feet from either side of top-of-bank of creeks or existing edge of riparian vegetation, whichever 150 Eastern Eastern Goleta Valley Community Plan"
158,Policy,Policy ECO-EGV-5.5: (COASTAL) Minimum Buffer Areas for Streams and Creeks:,"Policy ECO-EGV-5.5: (COASTAL) Minimum Buffer Areas for Streams and Creeks: The minimum buffer strip and setbacks from streams and creeks for development and activities within the ESH overlay that are regulated by the County Coastal Zoning Ordinance shall be as follows: • ESH areas within the Urban Area: a minimum setback of 50 feet from either top-of-bank of streams and creeks or existing edge of riparian vegetation, whichever is the furthest distance from the stream or creek. The setback shall be indicated on all site plans."
158,DevStd,"DevStd ECO-EGV-5B: Storage of equipment, supplies, vehicles, or placement of fill or","DevStd ECO-EGV-5B: Storage of equipment, supplies, vehicles, or placement of fill or refuse shall not be permitted within an established ESH setback or buffer area. Except in rural areas designated for Agriculture, P&D may require installation of a temporary protective fence along the outer boundary of an established ESH buffer, at the applicant's expense, prior to initiation of any grading or development activities to prevent disturbance of the buffer."
158,DevStd,"DevStd ECO-EGV-5C: (INLAND) Development within ESH areas in the Urban Area,","DevStd ECO-EGV-5C: (INLAND) Development within ESH areas in the Urban Area, EDRNs and Mountainous-GOL Zone Districts shall provide onsite restoration of any project-disturbed buffer or riparian vegetation, unless restoration would preclude reasonable use of the parcel. A restoration plan, approved by the County, shall be developed by a County-approved biologist (or other experienced individual acceptable to the County) and implemented at the applicant's expense, per the requirements for Restoration Plans."
158,DevStd,DevStd ECO-EGV-5C: (COASTAL) Development within ESH areas shall provide onsite,"DevStd ECO-EGV-5C: (COASTAL) Development within ESH areas shall provide onsite restoration of any project-disturbed ESH or ESH buffer or riparian vegetation. If onsite restoration is infeasible, offsite restoration shall be required. A restoration plan, approved by the County, shall be developed by a County-approved biologist (or IV. ENVIRONMENTAL RESOURCES AND CONSTRAINTS 151 C. Watershed Ecology: Hydrology, Biology, and Geology"
159,Policy,Policy ECO-EGV-5.6: Minimum Buffer Areas for RC: The minimum buffer strip and,"Policy ECO-EGV-5.6: Minimum Buffer Areas for RC: The minimum buffer strip and setback from streams and creeks for development and activity within the RC Overlay that are regulated by the County Zoning Ordinances shall be as follows: • For new or expanded areas of cultivated agriculture, vineyard, or orchard use with documented evidence of historic legal agricultural use within the previous ten- year period: a minimum setback of 25 feet from the top of the bank or the edge of existing riparian vegetation, whichever is further, minimizing ground disturbance and vegetation removal, and prohibiting development of buildings within 50 feet of the top of bank or the edge of existing riparian vegetation."
159,DevStd,DevStd ECO-EGV-5D: (INLAND) Required minimum buffers for ESH and RC may be,"DevStd ECO-EGV-5D: (INLAND) Required minimum buffers for ESH and RC may be adjusted upward or downward on a case-by-case basis but shall not preclude reasonable use of a parcel. The buffer shall be established based on an investigation of the following factors and, when appropriate, after consultation with the Department of Fish and Wildlife and Regional Water Quality Control Board in order to protect the biological productivity and water quality of streams: • Existing vegetation, soil type and stability of stream corridors • How surface water filters into the ground 152 Eastern Eastern Goleta Valley Community Plan"
160,DevStd,DevStd ECO-EGV-5D: (COASTAL) Required minimum buffers for stream/riparian ESH,"DevStd ECO-EGV-5D: (COASTAL) Required minimum buffers for stream/riparian ESH may be adjusted upward or downward on a case-by-case basis given site specific evidence provided by a biological report prepared by a qualified biologist. Where adjusted upward where necessary in order to prevent significant disruption of habitat values, the required minimum buffer shall not preclude reasonable use of a parcel. The buffer shall be established based on an investigation of the following factors and after consultation with the Department of Fish and Wildlife and Regional Water Quality Control Board. All buffers shall be sufficient to protect the biological productivity and water quality of streams, to avoid significant disruption of habitat values, and to be compatible with the continuance of the habitat area: • Existing vegetation, soil type and stability of stream and riparian corridors • How surface water filters into the ground • Slope of the land on either side of the stream, • Location of the 100 year flood plain boundary • Consistency with adopted plans, particularly Biology and Habitat policies In all cases listed above, buffer areas on sites within the Coastal Zone may be adjusted downward only in order to avoid precluding reasonable use of property."
160,DevStd,DevStd ECO-EGV-5E: Restoration Plans for ESH and RC Disturbances: When a habitat,"DevStd ECO-EGV-5E: Restoration Plans for ESH and RC Disturbances: When a habitat and/or vegetation restoration plan is required per the requirements of this section, the applicant shall prepare and implement a habitat restoration plan to restore degraded or disturbed portions of an ESH or RC area to offset increased development and increased human and domestic animal presence. The restoration plan shall use native species that would normally occur on-site absent any disturbance. The restoration plan shall contain the source of the IV. ENVIRONMENTAL RESOURCES AND CONSTRAINTS 153 C. Watershed Ecology: Hydrology, Biology, and Geology"
161,DevStd,DevStd ECO-EGV-5F: (INLAND) Projects subject to land use permits within the ESH,"DevStd ECO-EGV-5F: (INLAND) Projects subject to land use permits within the ESH and RC Overlays shall provide onsite restoration of any project- disturbed creek buffer or riparian vegetation within the riparian corridor boundary to maintain a continuous canopy of appropriate native trees along such corridors. If the project would result in disturbance of habitat, a restoration plan shall be required. When restoration is not feasible onsite, offsite restoration which covers comparable quality and quantity of habitat and will ensure long- term preservation shall be considered consistent with Policy ECO- EGV-2.4."
161,DevStd,DevStd ECO-EGV-5F: (COASTAL) Projects subject to coastal development permits,"DevStd ECO-EGV-5F: (COASTAL) Projects subject to coastal development permits within the ESH Overlay shall provide onsite restoration of any unavoidable project-disturbed creek buffer or riparian vegetation within the riparian corridor boundary to maintain a continuous canopy of appropriate native trees along such corridors. If the project would result in unavoidable disturbance of habitat, a restoration plan shall be required. When restoration is not feasible onsite, offsite restoration which covers comparable quality and quantity of habitat and will ensure long-term preservation shall be required consistent with Policy ECO-EGV-2.4."
161,DevStd,DevStd ECO-EGV-5G: Exotic Landscaping: Landscaping which includes exotic invasive,DevStd ECO-EGV-5G: Exotic Landscaping: Landscaping which includes exotic invasive species shall be prohibited in or near ESH or RC areas and their determined setbacks or buffer areas. The California Invasive Plant Council publishes a list of invasive species to which the applicant may refer. Landscaping in ESH and RC areas and appropriate buffers shall include compatible native species.
161,DevStd,"DevStd ECO-EGV-5H: In the Urban Area, EDRNs, and Mountainous Areas, prior to","DevStd ECO-EGV-5H: In the Urban Area, EDRNs, and Mountainous Areas, prior to approval of Coastal Development or Land Use Permits for projects, County staff shall determine whether sensitive biological resources may be present on the subject property by consulting the EGVCP Final EIR, the CNDDB, and/or other P&D references and by conducting a site visit. If sensitive biological resources may be present on the property or within 500 feet, the applicant shall provide a biological resources report from a qualified biologist that determines whether or not the project would impact sensitive biological resources. This report shall update ESH overlay boundaries to reflect the current extent of sensitive species or 154 Eastern Eastern Goleta Valley Community Plan"
162,DevStd,"DevStd ECO-EGV-5I: For rural agricultural-zoned land, prior to approval of Land Use","DevStd ECO-EGV-5I: For rural agricultural-zoned land, prior to approval of Land Use Permits for projects, County staff shall determine whether sensitive biological resources may be present on the subject property by consulting the EGVCP Final EIR, the CNDDB, and/or other P&D references and by conducting a site visit. If sensitive biological resources may be present on the property or within 500 feet, the applicant shall provide a biological resources report from a qualified biologist that determines whether or not the project would impact sensitive biological resources. This report shall identify the need for, and include the results of, further species- specific focused or protocol surveys or a formal wetland delineation. Mitigation to reduce impacts shall be included as appropriate."
162,Policy,Policy ECO-EGV-5.7: (COASTAL) Minimum Buffer Areas for ESH: A minimum,Policy ECO-EGV-5.7: (COASTAL) Minimum Buffer Areas for ESH: A minimum setback of 50 feet from the outer edge of all ESH habitats shall be required unless otherwise specified in the Local Coastal Program.
162,Policy,Policy ECO-EGV-5.8: (COASTAL) Resource dependent uses may be allowed in ESH,"Policy ECO-EGV-5.8: (COASTAL) Resource dependent uses may be allowed in ESH where sited and designed to avoid significant disruption of habitat values. A resource dependent use is a use that is dependent on the ESH resource to function (e.g., nature study, habitat restoration, and public trails). Non-resource dependent development, including fuel modification, shall be sited and designed to avoid ESH and ESH buffer areas. If avoidance is infeasible and would preclude reasonable use of a parcel, then the alternative that would result in the fewest or least significant impacts shall be selected."
163,Objective,"OBJECTIVE ECO-EGV-6: Preserve and protect important local habitat types, including native","OBJECTIVE ECO-EGV-6: Preserve and protect important local habitat types, including native woodlands, native grasslands, coastal sage scrub, monarch butterfly roosts, and riparian vegetation."
163,Policy,"Policy ECO-EGV-6.1: Native woodlands, native grasslands, and coastal sage scrub shall","Policy ECO-EGV-6.1: Native woodlands, native grasslands, and coastal sage scrub shall be preserved and protected as viable and contiguous habitat areas."
163,DevStd,"DevStd ECO-EGV-6A: Development shall avoid impacts to native woodlands, native","DevStd ECO-EGV-6A: Development shall avoid impacts to native woodlands, native grasslands, and coastal sage scrub that would isolate, interrupt, or cause a break in a contiguous habitat."
163,DevStd,DevStd ECO-EGV-6B: Native Woodland Buffer Areas: Within urban areas and existing,"DevStd ECO-EGV-6B: Native Woodland Buffer Areas: Within urban areas and existing developed rural neighborhoods, native woodlands shall be preserved by providing a minimum 25-foot buffer around the respective habitat area. Within areas zoned Mountainous-GOL, the buffer around native woodlands shall be 50 feet. Roads or other development shall be located outside such habitat and buffer areas, rather than in or through the middle of the habitat area, except where these requirements would preclude reasonable use of a parcel."
163,DevStd,DevStd ECO-EGV-6C: Native Grassland and Coastal Sage Scrub Buffer Areas: Native,"DevStd ECO-EGV-6C: Native Grassland and Coastal Sage Scrub Buffer Areas: Native grasslands and coastal sage scrub shall be preserved by providing a minimum 25-foot buffer vegetated with native species and by placing the project outside of the buffer rather than in or through the middle of the habitat area, except where these requirements would preclude reasonable use of a parcel."
163,DevStd,DevStd ECO-EGV-6D: Onsite requirements which would avoid or minimize the impact of,"DevStd ECO-EGV-6D: Onsite requirements which would avoid or minimize the impact of development on native woodlands, native grasslands, or coastal sage scrub, such as revegetation, erosion and water quality protection, and other measures, shall be included in project design as necessary."
163,Policy,Policy ECO-EGV-6.2: Monarch butterfly roosting habitats shall be preserved and,Policy ECO-EGV-6.2: Monarch butterfly roosting habitats shall be preserved and protected.
163,DevStd,"DevStd ECO-EGV-6E: (INLAND) Any construction, grading or development within 200","DevStd ECO-EGV-6E: (INLAND) Any construction, grading or development within 200 feet of known or historic butterfly roosts shall be prohibited during the months between November 1 and April 1. This requirement may be adjusted on a case-by-case basis where P&D with a 156 Eastern Eastern Goleta Valley Community Plan"
164,DevStd,DevStd ECO-EGV-6E: (COASTAL) Any construction or grading within 200 feet of known,DevStd ECO-EGV-6E: (COASTAL) Any construction or grading within 200 feet of known or historic butterfly roosts shall be prohibited during the months between November 1 and April 1. This requirement may be adjusted on a case-by-case basis where P&D with a qualified biologist concludes that construction and grading will not impact monarchs on or near the site.
164,DevStd,DevStd ECO-EGV-6F: Where development is proposed within 200 feet of known or,"DevStd ECO-EGV-6F: Where development is proposed within 200 feet of known or historic butterfly roosts, P&D shall determine if the proposed project would have the potential to adversely impact monarch butterfly habitat. This shall be determined based on proximity to known or historic butterfly trees. In the event the proposed project does have the potential to adversely affect monarch butterfly habitat, the applicant shall submit to P&D a Butterfly Habitat Protection Plan. This plan shall be developed at the applicant's expense and shall be included on any grading/construction designs."
165,Policy,Policy ECO-EGV-6.3: Riparian vegetation shall be protected and shall not be removed,"Policy ECO-EGV-6.3: Riparian vegetation shall be protected and shall not be removed except where clearing is necessary for the maintenance of free flowing channel conditions, the removal of invasive exotic species, the provision of essential public services, or where protection would preclude the reasonable use of a parcel. Degraded riparian areas shall be restored."
165,DevStd,DevStd ECO-EGV-6G: (INLAND) Riparian protection and reasonable riparian,"DevStd ECO-EGV-6G: (INLAND) Riparian protection and reasonable riparian restoration measures shall be required in the review of a project requiring discretionary approval and shall be based on a project's proximity to riparian habitat and the project's potential to directly or indirectly damage riparian habitat through activities such as grading, brush clearing, construction, vehicle parking, supply/equipment storage, or the proposed use of the property."
165,DevStd,"DevStd ECO-EGV-6G: (COASTAL) New development, including fuel modification, shall","DevStd ECO-EGV-6G: (COASTAL) New development, including fuel modification, shall be sited and designed to protect riparian vegetation. Adverse impacts to riparian vegetation shall be avoided to the maximum extent feasible. Where avoidance is infeasible and would preclude reasonable use of a parcel, then the alternative that would result in the fewest or least significant impacts shall be selected. Riparian protection and riparian restoration measures shall be required in the review of a project requiring a coastal development permit or other discretionary approval and shall be based on a project’s proximity to riparian habitat and the project’s unavoidable adverse impacts to riparian habitat through activities such as grading, bush clearing, construction, vehicle parking, supply/equipment storage, or the proposed use of the property. Adverse impacts could include, but are not limited to, vegetation removal/disturbance, reduced buffer, erosion/sedimentation, trenching, and activities which 158 Eastern Eastern Goleta Valley Community Plan"
166,DevStd,DevStd ECO-EGV-6H: Projects that require alluvial well extractions and stream diversion,"DevStd ECO-EGV-6H: Projects that require alluvial well extractions and stream diversion shall monitor the long-term effects on surface stream flow and riparian vegetation. Contingencies for maintaining stream flow (e.g., minimum bypass flows, alternate water sources, decreased pumping rates, groundwater discharge) shall be required."
166,Policy,Policy ECO-EGV-6.4: Natural stream channels and conditions shall be maintained in an,"Policy ECO-EGV-6.4: Natural stream channels and conditions shall be maintained in an undisturbed state in order to protect banks from erosion, enhance wildlife passageways, and provide natural greenbelts."
166,DevStd,DevStd ECO-EGV-6I: (INLAND) No structures shall be located within a riparian,"DevStd ECO-EGV-6I: (INLAND) No structures shall be located within a riparian corridor, except: • Public trails or paths that would not adversely affect existing habitat."
167,DevStd,DevStd ECO-EGV-6J: When the activities permitted in stream corridors would require,"DevStd ECO-EGV-6J: When the activities permitted in stream corridors would require removal of riparian plants, revegetation with local native plants shall be required consistent with requirements for restoration plans."
167,Policy,Policy ECO-EGV-6.5: For wetland areas and surrounding habitats that have been,"Policy ECO-EGV-6.5: For wetland areas and surrounding habitats that have been damaged by pollution and artificial stream channelization, the County shall seek opportunities for restoration to their natural condition."
167,DevStd,DevStd ECO-EGV-6K: (INLAND) Where restoration of wetland areas and surrounding,"DevStd ECO-EGV-6K: (INLAND) Where restoration of wetland areas and surrounding habitats is sought, the result shall re-establish a continuous riparian corridor along the affected section of the stream or waterway, with appropriate native vegetation and natural conditions, including lighting and noise, extending outward a minimum of 25 feet from the top of the bank or historic habitat edge."
